42.000000000000000,322681.0400464584,7151801.1267682863
37.000000000000000,317412.5072014376,7152774.2612839527
61.000000000000000,330083.5680697542,7153026.1041799691
43.000000000000000,321127.0164962927,7152965.6958875265
50.979999999999997,325221.6647262025,7153401.5233971514
30.000000000000000,314503.8373441987,7153516.0412780922
49.000000000000000,269094.2672041973,7197860.3028219957
30.000000000000000,309242.3097141484,7153546.5297157923
37.000000000000000,311768.6945891029,7153603.7439343827
116.000000000000000,278432.5134324812,7153184.1787160169
36.000000000000000,281742.8907614580,7153325.6108277617
24.000000000000000,285302.1818347899,7153592.1484993380
46.000000000000000,306313.1332003365,7154401.4987903899
46.000000000000000,278228.6940986199,7153965.3870524550
48.200000000000003,281760.1045675606,7154291.1331025697
38.000000000000000,284864.6668293737,7154756.3849085309
38.399999999999999,285300.5955941343,7154866.5175634539
13.000000000000000,284980.7224436951,7154966.6054236721
46.000000000000000,299004.1928526362,7155623.3795334864
37.000000000000000,314597.1490693186,7155883.9764722828
49.000000000000000,327026.6572381451,7156273.6358791357
37.000000000000000,311981.6687228694,7156135.1991055375
46.000000000000000,296986.3127090661,7155953.8512614071
46.000000000000000,261356.6184393993,7155523.0120428205
40.000000000000000,256413.0682087810,7155569.3918901524
69.299999999999997,288350.1142029806,7156652.0563709456
46.000000000000000,301743.3626905310,7157262.4592877235
37.000000000000000,314383.2745018633,7157537.3978555128
49.000000000000000,279251.2660201173,7157064.4096874585
180.000000000000000,278324.2006718809,7157558.7213689033
45.700000000000003,284797.9028137830,7158374.5820809100
36.500000000000000,283383.6695381793,7158577.6317343302
91.000000000000000,313243.7402415768,7159325.1800427344
50.000000000000000,274011.9023014141,7158926.6561144944
63.799999999999997,296515.8994862959,7160048.7673096620
40.000000000000000,314507.5742616392,7160495.1910791341
45.000000000000000,314454.1478800717,7160509.9559625350
29.000000000000000,314336.9112960907,7160635.7328455355
48.000000000000000,253541.4270191989,7159650.6651716670
37.000000000000000,314432.6882117192,7160680.2825210597
36.500000000000000,283891.2921763479,7160829.9576622099
66.480000000000004,326070.9261352352,7161799.5012066215
46.000000000000000,277212.2684925225,7161105.2350836918
77.000000000000000,256858.0854394437,7160822.4279394206
61.000000000000000,258344.2991586342,7160911.6245398857
67.000000000000000,271212.4911931883,7161508.5957725067
61.000000000000000,261658.2846755293,7161594.4006035682
140.000000000000000,274776.1303284315,7162483.7932855356
24.000000000000000,278406.3491007086,7162624.6191046871
40.000000000000000,301209.4822215297,7163147.0761822667
61.000000000000000,267090.0424630102,7163096.0649880730
37.000000000000000,298378.6544927512,7164622.4790632352
